Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID,Latitude,Longitude
8122,Environmental and Natural Resource Economics,University of Illinois at Urbana-Champaign,North America,USA,Champaign,1,87,,
8123,Environmental and Natural Resource Economics,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
8124,Environmental and Natural Resource Economics,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
8125,Environmental and Natural Resource Economics,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
8126,Environmental and Natural Resource Economics,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
8127,Environmental and Natural Resource Economics,University of Leuven,Europe,Belgium,Leuven,1,202,,
8128,Environmental and Natural Resource Economics,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
8129,Environmental and Natural Resource Economics,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
8130,Environmental and Natural Resource Economics,University of Mannheim,Europe,Germany,MANNHEIM,1,203,49.4699765,8.4819024
8131,Environmental and Natural Resource Economics,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
8132,Environmental and Natural Resource Economics,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
8133,Environmental and Natural Resource Economics,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
8134,Environmental and Natural Resource Economics,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9050354,-79.0477533
8135,Environmental and Natural Resource Economics,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
8136,Environmental and Natural Resource Economics,University of Oslo,Europe,Norway,Oslo,2,99,59.9414173,10.7227683
8137,Environmental and Natural Resource Economics,University of Oslo,Europe,Norway,Oslo,2,100,59.9414173,10.7227683
8138,Environmental and Natural Resource Economics,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
8139,Environmental and Natural Resource Economics,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
8140,Environmental and Natural Resource Economics,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
8141,Environmental and Natural Resource Economics,University of São Paulo,South America,Brazil,Butantã,1,104,-23.5610480,-46.7252264
8142,Environmental and Natural Resource Economics,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
8143,Environmental and Natural Resource Economics,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
8144,Environmental and Natural Resource Economics,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
8145,Environmental and Natural Resource Economics,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
8146,Environmental and Natural Resource Economics,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
8147,Environmental and Natural Resource Economics,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
8148,Environmental and Natural Resource Economics,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
8149,Environmental and Natural Resource Economics,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
8150,Environmental and Natural Resource Economics,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
8151,Environmental and Natural Resource Economics,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
8152,Environmental and Natural Resource Economics,University of the Andes,South America,Colombia,Bogotá,1,115,,
8153,Environmental and Natural Resource Economics,University of the Basque Country,Europe,Spain,Donostia-San Sebastian,1,205,43.3092116,-2.0107957
8154,Environmental and Natural Resource Economics,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
8155,Environmental and Natural Resource Economics,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
8156,Environmental and Natural Resource Economics,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
8157,Environmental and Natural Resource Economics,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5478619,-79.6634598
8158,Environmental and Natural Resource Economics,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7842666,-79.1851228
8159,Environmental and Natural Resource Economics,University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
8160,Environmental and Natural Resource Economics,University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
8161,Environmental and Natural Resource Economics,University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
8162,Environmental and Natural Resource Economics,University of Victoria,North America,Canada,Victoria,1,124,,
8163,Environmental and Natural Resource Economics,University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
8164,Environmental and Natural Resource Economics,University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
8165,Environmental and Natural Resource Economics,University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
8166,Environmental and Natural Resource Economics,University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
8167,Environmental and Natural Resource Economics,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129,-34.4050554,150.8783465
8168,Environmental and Natural Resource Economics,Uppsala University,Europe,Sweden,Uppsala,1,189,59.8576363,17.6294616
8169,Environmental and Natural Resource Economics,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
8170,Environmental and Natural Resource Economics,Wageningen University,Europe,Netherlands,Wageningen,1,207,51.9854450,5.6632120
8171,Environmental and Natural Resource Economics,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132,,
8172,Environmental and Natural Resource Economics,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
8173,Environmental and Natural Resource Economics,Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
8174,Environmental and Natural Resource Economics,Yonsei University,Asia,South Korea,Seoul,1,135,37.5601546,126.9355554
8175,Environmental and Natural Resource Economics,York University,North America,Canada,Toronto,1,136,43.7743325,-79.5002705
8176,Environmental Science,Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
8177,Environmental Science,Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
8178,Environmental Science,Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
8179,Environmental Science,Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
8180,Environmental Science,Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
8181,Environmental Science,Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
8182,Environmental Science,California Institute of Technology,North America,USA,Pasadena,1,6,34.1370138,-118.1252883
8183,Environmental Science,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
8184,Environmental Science,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
8185,Environmental Science,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
8186,Environmental Science,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
8187,Environmental Science,Concordia University,North America,Canada,Montréal,1,11,45.4952440,-73.5785815
8188,Environmental Science,Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
8189,Environmental Science,Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
8190,Environmental Science,ETH Zurich,Europe,Switzerland,Zurich,2,339,47.4132180,8.5374914
8191,Environmental Science,ETH Zurich,Europe,Switzerland,Zurich,2,194,47.4132180,8.5374914
8192,Environmental Science,Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
8193,Environmental Science,Fudan University,Asia,China (Mainland),Shanghai,1,16,,
8194,Environmental Science,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5421950,153.0649526
8195,Environmental Science,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
8196,Environmental Science,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,20,,
8197,Environmental Science,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
8198,Environmental Science,James Cook University,Australia/Oceania,Australia,Douglas,1,255,-19.3289618,146.7566450
8199,Environmental Science,Karlstad University,Europe,Sweden,Karlstad,1,23,,
8200,Environmental Science,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
8201,Environmental Science,Lincoln University,Australia/Oceania,New Zealand,Lincoln,1,195,-43.6443140,172.4653325
8202,Environmental Science,Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
8203,Environmental Science,Linnæus University,Europe,Sweden,Väjxö,1,26,,
8204,Environmental Science,Lund University,Europe,Sweden,Lund,1,29,55.7126504,13.2107587
8205,Environmental Science,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
8206,Environmental Science,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
8207,Environmental Science,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
8208,Environmental Science,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9136206,145.1318112
8209,Environmental Science,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
8210,Environmental Science,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
8211,Environmental Science,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
8212,Environmental Science,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
8213,Environmental Science,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
8214,Environmental Science,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
8215,Environmental Science,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
8216,Environmental Science,Norwegian University of Life Sciences (NMBU),Europe,Norway,As,1,196,,
8217,Environmental Science,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
8218,Environmental Science,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
8219,Environmental Science,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
8220,Environmental Science,Purdue University,North America,USA,West Lafayette,1,197,40.4300280,-86.9264211
8221,Environmental Science,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
8222,Environmental Science,Reykjavik University,Europe,Iceland,Reykjavik,1,275,64.1247375,-21.9275372
8223,Environmental Science,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
8224,Environmental Science,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
8225,Environmental Science,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
8226,Environmental Science,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
8227,Environmental Science,Sorbonne University,Europe,France,Paris,1,50,48.8468997,2.3574487
8228,Environmental Science,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
8229,Environmental Science,Stockholm University,Europe,Sweden,Stockholm,1,52,59.3661410,18.0595930
8230,Environmental Science,Sungkyunkwan University,Asia,South Korea,Soul,1,53,37.5870459,126.9906264
8231,Environmental Science,Swedish University of Agricultural Sciences (SLU),Europe,Sweden,Uppsala,1,198,,
8232,Environmental Science,Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
8233,Environmental Science,Technical University of Munich,Europe,Germany,Muenchen,1,199,48.2654976,11.6692249
8234,Environmental Science,Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
8235,Environmental Science,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
8236,Environmental Science,Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
8237,Environmental Science,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59,19.0544632,-98.2849680
8238,Environmental Science,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
8239,Environmental Science,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
8240,Environmental Science,University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
8241,Environmental Science,University of Akureyri,Europe,Iceland,Akureyri,1,64,,
8242,Environmental Science,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
8243,Environmental Science,University of Bergen,Europe,Norway,Bergen,1,68,60.3809342,5.3313021
8244,Environmental Science,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
8245,Environmental Science,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
8246,Environmental Science,University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
8247,Environmental Science,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
8248,Environmental Science,University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
8249,Environmental Science,University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
8250,Environmental Science,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
8251,Environmental Science,University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
8252,Environmental Science,University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
8253,Environmental Science,University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
8254,Environmental Science,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
8255,Environmental Science,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
8256,Environmental Science,University of Geneva,Europe,Switzerland,Geneva,1,81,,
8257,Environmental Science,University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
8258,Environmental Science,University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
8259,Environmental Science,University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
8260,Environmental Science,University of Hohenheim,Europe,Germany,Stuttgart,1,201,48.7133801,9.2120730
8261,Environmental Science,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1734680,113.4665224
8262,Environmental Science,University of Iceland,Europe,Iceland,Reykjavik,1,86,64.1401832,-21.9539633
8263,Environmental Science,University of Illinois at Urbana-Champaign,North America,USA,Champaign,1,87,,
8264,Environmental Science,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
8265,Environmental Science,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
8266,Environmental Science,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
8267,Environmental Science,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
8268,Environmental Science,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
8269,Environmental Science,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
8270,Environmental Science,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
8271,Environmental Science,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
8272,Environmental Science,"University of Natural Resources and Life Sciences, Vienna (BOKU)",Europe,Austria,Wien,1,204,,
8273,Environmental Science,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
8274,Environmental Science,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9050354,-79.0477533
8275,Environmental Science,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
8276,Environmental Science,University of Oslo,Europe,Norway,Oslo,2,99,59.9414173,10.7227683
8277,Environmental Science,University of Oslo,Europe,Norway,Oslo,2,100,59.9414173,10.7227683
8278,Environmental Science,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
8279,Environmental Science,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
8280,Environmental Science,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
8281,Environmental Science,University of São Paulo,South America,Brazil,Butantã,1,104,-23.5610480,-46.7252264
8282,Environmental Science,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
8283,Environmental Science,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
8284,Environmental Science,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
8285,Environmental Science,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
8286,Environmental Science,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
8287,Environmental Science,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
8288,Environmental Science,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
8289,Environmental Science,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
8290,Environmental Science,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
8291,Environmental Science,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
8292,Environmental Science,University of the Andes,South America,Colombia,Bogotá,1,115,,
8293,Environmental Science,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
8294,Environmental Science,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
8295,Environmental Science,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
8296,Environmental Science,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5478619,-79.6634598
8297,Environmental Science,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7842666,-79.1851228
8298,Environmental Science,University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
8299,Environmental Science,University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
8300,Environmental Science,University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
8301,Environmental Science,University of Victoria,North America,Canada,Victoria,1,124,,
8302,Environmental Science,University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
8303,Environmental Science,University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
8304,Environmental Science,University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
8305,Environmental Science,University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
8306,Environmental Science,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129,-34.4050554,150.8783465
8307,Environmental Science,Uppsala University,Europe,Sweden,Uppsala,1,189,59.8576363,17.6294616
8308,Environmental Science,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
8309,Environmental Science,Wageningen University,Europe,Netherlands,Wageningen,1,207,51.9854450,5.6632120
8310,Environmental Science,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132,,
8311,Environmental Science,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
8312,Environmental Science,Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
8313,Environmental Science,Yonsei University,Asia,South Korea,Seoul,1,135,37.5601546,126.9355554
8314,Environmental Science,York University,North America,Canada,Toronto,1,136,43.7743325,-79.5002705
8315,European Environmental Economics and Policy (M3EP),Charles University (Prague),Europe,Czech Republic,Praha 1,1,340,50.0888947,14.4162757
8316,European Environmental Economics and Policy (M3EP),Heidelberg University,Europe,Germany,HEIDELBERG,1,341,49.4186003,8.6692402
8317,European Environmental Economics and Policy (M3EP),University of Milan,Europe,Italy,Milano,1,342,45.4757322,9.2282917
8318,European Environmental Economics and Policy (M3EP),University of Warsaw,Europe,Poland,Warszawa,1,343,52.2216394,21.0073770
8319,European Ethnology,Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
8320,European Ethnology,Al Akhawayn University,Africa,Morocco,Ifrane,1,137,33.5391007,-5.1067850
8321,European Ethnology,Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
8322,European Ethnology,Ashoka University,Asia,India,Sonipat,1,138,28.9469007,77.1014386
8323,European Ethnology,Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
8324,European Ethnology,Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
8325,European Ethnology,Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
8326,European Ethnology,Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
8327,European Ethnology,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139,,
8328,European Ethnology,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
8329,European Ethnology,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
8330,European Ethnology,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
8331,European Ethnology,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
8332,European Ethnology,Concordia University,North America,Canada,Montréal,1,11,45.4952440,-73.5785815
8333,European Ethnology,Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
8334,European Ethnology,Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
8335,European Ethnology,École des Hautes Études en Sciences Sociales,Europe,France,Paris,1,140,48.8501342,2.3265803
8336,European Ethnology,École Normale Supérieure de Lyon,Europe,France,Lyon Cedex 07,1,141,,
8337,European Ethnology,Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142,51.9176312,4.5259623
8338,European Ethnology,Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
8339,European Ethnology,Fudan University,Asia,China (Mainland),Shanghai,1,16,,
8340,European Ethnology,Georgian American University,Europe,Georgia,Tbilisi,1,144,41.7177274,44.7848587
8341,European Ethnology,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5421950,153.0649526
8342,European Ethnology,Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145,37.5956329,127.0633740
8343,European Ethnology,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
8344,European Ethnology,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146,,
8345,European Ethnology,Humboldt-Universität zu Berlin,Europe,Germany,Berlin,1,147,52.5183402,13.3929202
8346,European Ethnology,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
8347,European Ethnology,International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148,43.8215450,18.3090990
8348,European Ethnology,Iscte - University Institute of Lisbon,Europe,Portugal,Lisboa,1,149,,
8349,European Ethnology,Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150,33.4551212,126.5619516
8350,European Ethnology,Kangwon National University,Asia,South Korea,Gangwon-do,1,151,37.8672582,127.7447487
8351,European Ethnology,Karlstad University,Europe,Sweden,Karlstad,1,23,,
8352,European Ethnology,Keimyung University,Asia,South Korea,Daegu,1,152,35.8567134,128.4849417
8353,European Ethnology,KIMEP University,Asia,Kazakhstan,Almaty,2,153,43.2416004,76.9552551
8354,European Ethnology,KIMEP University,Asia,Kazakhstan,Almaty,2,154,43.2416004,76.9552551
8355,European Ethnology,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
8356,European Ethnology,Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155,35.8905697,128.6108553
8357,European Ethnology,Leiden University,Europe,Netherlands,Leiden,1,156,52.1686355,4.4597028
8358,European Ethnology,Linköping University,Europe,Sweden,Linköping,2,25,58.3977911,15.5754544
8359,European Ethnology,Linköping University,Europe,Sweden,Linköping,2,157,58.3977911,15.5754544
8360,European Ethnology,Linnæus University,Europe,Sweden,Väjxö,1,26,,
8361,European Ethnology,Ludwig-Maximilians-Universität München (LMU),Europe,Germany,Muenchen,1,158,,
8362,European Ethnology,Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
8363,European Ethnology,Lund University,Europe,Sweden,Lund,2,29,55.7126504,13.2107587
8364,European Ethnology,Lund University,Europe,Sweden,Lund,2,159,55.7126504,13.2107587
8365,European Ethnology,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
8366,European Ethnology,Malmö University,Europe,Sweden,Malmö,1,160,55.6088853,12.9932225
8367,European Ethnology,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161,,
8368,European Ethnology,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162,,
8369,European Ethnology,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
8370,European Ethnology,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
8371,European Ethnology,Mid Sweden University,Europe,Sweden,Sundsvall,1,33,62.3930729,17.2834483
8372,European Ethnology,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9136206,145.1318112
8373,European Ethnology,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
8374,European Ethnology,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
8375,European Ethnology,National Chengchi University,Asia,China (Taiwan),Taipei,1,163,,
8376,European Ethnology,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
8377,European Ethnology,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
8378,European Ethnology,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
8379,European Ethnology,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
8380,European Ethnology,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
8381,European Ethnology,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
8382,European Ethnology,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
8383,European Ethnology,Osnabrück University,Europe,Germany,Osnabrueck,1,164,52.2724039,8.0394187
8384,European Ethnology,Pompeu Fabra University,Europe,Spain,Barcelona,2,165,41.4043275,2.1937054
8385,European Ethnology,Pompeu Fabra University,Europe,Spain,Barcelona,2,166,41.4043275,2.1937054
8386,European Ethnology,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
8387,European Ethnology,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
8388,European Ethnology,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
8389,European Ethnology,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
8390,European Ethnology,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
8391,European Ethnology,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
8392,European Ethnology,Sogang University,Asia,South Korea,Soul,1,167,37.5520909,126.9409875
8393,European Ethnology,Sorbonne University,Europe,France,Paris,1,50,48.8468997,2.3574487
8394,European Ethnology,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
8395,European Ethnology,Stockholm University,Europe,Sweden,Stockholm,1,52,59.3661410,18.0595930
8396,European Ethnology,Sungkyunkwan University,Asia,South Korea,Soul,2,53,37.5870459,126.9906264
