Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID
12663,Integrated Food Studies,Wageningen University,Europe,Netherlands,Wageningen,1,207
12664,Integrated Food Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132
12665,Integrated Food Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
12666,Integrated Food Studies,Western University,North America,Canada,London,1,134
12667,Integrated Food Studies,Yonsei University,Asia,South Korea,Seoul,1,135
12668,Integrated Food Studies,York University,North America,Canada,Toronto,1,136
12669,Intercultural Market Studies,Åbo Akademi University,Europe,Finland,Abo,1,0
12670,Intercultural Market Studies,Al Akhawayn University,Africa,Morocco,Ifrane,1,137
12671,Intercultural Market Studies,Arizona State University,North America,USA,Tempe,1,1
12672,Intercultural Market Studies,Ashoka University,Asia,India,Sonipat,1,138
12673,Intercultural Market Studies,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
12674,Intercultural Market Studies,Barnard College,North America,USA,New York City,1,3
12675,Intercultural Market Studies,Boston College,North America,USA,Chestnut Hill,1,4
12676,Intercultural Market Studies,Boston University,North America,USA,Boston,1,5
12677,Intercultural Market Studies,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
12678,Intercultural Market Studies,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
12679,Intercultural Market Studies,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
12680,Intercultural Market Studies,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
12681,Intercultural Market Studies,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
12682,Intercultural Market Studies,Concordia University,North America,Canada,Montréal,1,11
12683,Intercultural Market Studies,Cornell University,North America,USA,Ithaca,1,12
12684,Intercultural Market Studies,Deakin University,Australia/Oceania,Australia,Melbourne,1,13
12685,Intercultural Market Studies,Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142
12686,Intercultural Market Studies,Ewha Womans University,Asia,South Korea,Seoul,1,15
12687,Intercultural Market Studies,Fudan University,Asia,China (Mainland),Shanghai,1,16
12688,Intercultural Market Studies,Georgian American University,Europe,Georgia,Tbilisi,1,144
12689,Intercultural Market Studies,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
12690,Intercultural Market Studies,Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145
12691,Intercultural Market Studies,Heidelberg University,Europe,Germany,HEIDELBERG,1,19
12692,Intercultural Market Studies,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146
12693,Intercultural Market Studies,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
12694,Intercultural Market Studies,International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148
12695,Intercultural Market Studies,Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150
12696,Intercultural Market Studies,Kangwon National University,Asia,South Korea,Gangwon-do,1,151
12697,Intercultural Market Studies,Karlstad University,Europe,Sweden,Karlstad,1,23
12698,Intercultural Market Studies,Keimyung University,Asia,South Korea,Daegu,1,152
12699,Intercultural Market Studies,KIMEP University,Asia,Kazakhstan,Almaty,2,153
12700,Intercultural Market Studies,KIMEP University,Asia,Kazakhstan,Almaty,2,154
12701,Intercultural Market Studies,Korea University,Asia,South Korea,Soul,1,24
12702,Intercultural Market Studies,Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155
12703,Intercultural Market Studies,Leiden University,Europe,Netherlands,Leiden,1,156
12704,Intercultural Market Studies,Linköping University,Europe,Sweden,Linköping,1,25
12705,Intercultural Market Studies,Linnæus University,Europe,Sweden,Väjxö,1,26
12706,Intercultural Market Studies,Lund University,Europe,Sweden,Lund,2,29
12707,Intercultural Market Studies,Lund University,Europe,Sweden,Lund,2,159
12708,Intercultural Market Studies,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
12709,Intercultural Market Studies,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161
12710,Intercultural Market Studies,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162
12711,Intercultural Market Studies,McGill University,North America,Canada,Montreal,1,31
12712,Intercultural Market Studies,McMaster University,North America,Canada,Hamilton,1,32
12713,Intercultural Market Studies,Mid Sweden University,Europe,Sweden,Sundsvall,1,33
12714,Intercultural Market Studies,Monash University,Australia/Oceania,Australia,Clayton,1,34
12715,Intercultural Market Studies,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
12716,Intercultural Market Studies,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
12717,Intercultural Market Studies,National Chengchi University,Asia,China (Taiwan),Taipei,1,163
12718,Intercultural Market Studies,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
12719,Intercultural Market Studies,National University of Colombia,South America,Colombia,Bogota,1,38
12720,Intercultural Market Studies,National University of Singapore,Asia,Singapore,Singapore,1,39
12721,Intercultural Market Studies,New York University,North America,USA,New York City,1,40
12722,Intercultural Market Studies,North Carolina State University,North America,USA,Raleigh,1,41
12723,Intercultural Market Studies,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
12724,Intercultural Market Studies,Osaka University,Asia,Japan,Suita,1,43
12725,Intercultural Market Studies,Pompeu Fabra University,Europe,Spain,Barcelona,1,165
12726,Intercultural Market Studies,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
12727,Intercultural Market Studies,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
12728,Intercultural Market Studies,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
12729,Intercultural Market Studies,Seoul National University,Asia,South Korea,Seoul,1,47
12730,Intercultural Market Studies,Simon Fraser University,North America,Canada,Burnaby,1,48
12731,Intercultural Market Studies,Singapore Management University,Asia,Singapore,Singapore,1,49
12732,Intercultural Market Studies,Sogang University,Asia,South Korea,Soul,1,167
12733,Intercultural Market Studies,Sorbonne University,Europe,France,Paris,1,50
12734,Intercultural Market Studies,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
12735,Intercultural Market Studies,Stockholm University,Europe,Sweden,Stockholm,1,52
12736,Intercultural Market Studies,Sungkyunkwan University,Asia,South Korea,Soul,2,53
12737,Intercultural Market Studies,Sungkyunkwan University,Asia,South Korea,Soul,2,168
12738,Intercultural Market Studies,Tampere University,Europe,Finland,Tampere,1,54
12739,Intercultural Market Studies,Tsinghua University,Asia,China (Mainland),Beijing,1,56
12740,Intercultural Market Studies,Tunghai University,Asia,China (Taiwan),Taichung City,1,169
12741,Intercultural Market Studies,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
12742,Intercultural Market Studies,Umeå University,Europe,Sweden,Umea,1,58
12743,Intercultural Market Studies,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
12744,Intercultural Market Studies,UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170
12745,Intercultural Market Studies,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
12746,Intercultural Market Studies,Universität Hamburg,Europe,Germany,Hamburg,1,171
12747,Intercultural Market Studies,University College Cork,Europe,Ireland,Cork,1,174
12748,Intercultural Market Studies,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
12749,Intercultural Market Studies,University of Agder,Europe,Norway,Kristiansand,1,63
12750,Intercultural Market Studies,University of Akureyri,Europe,Iceland,Akureyri,1,64
12751,Intercultural Market Studies,University of Amsterdam,Europe,Netherlands,Amsterdam,1,176
12752,Intercultural Market Studies,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
12753,Intercultural Market Studies,University of Belgrade,Europe,Serbia,Beograd,1,177
12754,Intercultural Market Studies,University of Bergen,Europe,Norway,Bergen,2,68
12755,Intercultural Market Studies,University of Bergen,Europe,Norway,Bergen,2,178
12756,Intercultural Market Studies,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
12757,Intercultural Market Studies,University of Bologna,Europe,Italy,Bologna,1,179
12758,Intercultural Market Studies,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
12759,Intercultural Market Studies,University of British Columbia,North America,Canada,Vancouver,1,71
12760,Intercultural Market Studies,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
12761,Intercultural Market Studies,University of Calgary,North America,Canada,Calgary,1,73
12762,Intercultural Market Studies,University of California,North America,USA,Santa Barbara,1,74
12763,Intercultural Market Studies,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
12764,Intercultural Market Studies,University of Chile,South America,Chile,Santiago,1,76
12765,Intercultural Market Studies,University of Colorado Boulder,North America,USA,Boulder,1,77
12766,Intercultural Market Studies,University of Eastern Finland,Europe,Finland,Kuopio,1,78
12767,Intercultural Market Studies,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
12768,Intercultural Market Studies,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
12769,Intercultural Market Studies,University of Geneva,Europe,Switzerland,Geneva,1,81
12770,Intercultural Market Studies,University of Gothenburg,Europe,Sweden,Goeteborg,1,82
12771,Intercultural Market Studies,University of Guelph,North America,Canada,Guelph,1,83
12772,Intercultural Market Studies,University of Helsinki,Europe,Finland,Helsinki,1,84
12773,Intercultural Market Studies,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
12774,Intercultural Market Studies,University of Iceland,Europe,Iceland,Reykjavik,2,86
12775,Intercultural Market Studies,University of Iceland,Europe,Iceland,Reykjavik,2,180
12776,Intercultural Market Studies,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88
12777,Intercultural Market Studies,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
12778,Intercultural Market Studies,University of Lapland,Europe,Finland,Rovaniemi,1,90
12779,Intercultural Market Studies,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
12780,Intercultural Market Studies,University of Leuven,Europe,Belgium,Leuven,1,182
12781,Intercultural Market Studies,University of Liverpool,Europe,United Kingdom,Liverpool,1,92
12782,Intercultural Market Studies,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
12783,Intercultural Market Studies,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
12784,Intercultural Market Studies,University of Milan,Europe,Italy,Milano,1,95
12785,Intercultural Market Studies,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
12786,Intercultural Market Studies,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
12787,Intercultural Market Studies,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
12788,Intercultural Market Studies,University of Oslo,Europe,Norway,Oslo,3,99
12789,Intercultural Market Studies,University of Oslo,Europe,Norway,Oslo,3,100
12790,Intercultural Market Studies,University of Oslo,Europe,Norway,Oslo,3,184
12791,Intercultural Market Studies,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
12792,Intercultural Market Studies,University of Oulu,Europe,Finland,Oulu,1,102
12793,Intercultural Market Studies,University of Pisa,Europe,Italy,Pisa,1,185
12794,Intercultural Market Studies,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
12795,Intercultural Market Studies,University of São Paulo,South America,Brazil,Butantã,1,104
12796,Intercultural Market Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
12797,Intercultural Market Studies,University of South Florida,North America,USA,Tampa,1,106
12798,Intercultural Market Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
12799,Intercultural Market Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
12800,Intercultural Market Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329
12801,Intercultural Market Studies,University of Stavanger,Europe,Norway,Stavanger,1,110
12802,Intercultural Market Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111
12803,Intercultural Market Studies,University of Tartu,Europe,Estonia,Tartu,1,187
12804,Intercultural Market Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
12805,Intercultural Market Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
12806,Intercultural Market Studies,University of Texas at Austin,North America,USA,Austin,1,114
12807,Intercultural Market Studies,University of the Andes,South America,Colombia,Bogotá,1,115
12808,Intercultural Market Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
12809,Intercultural Market Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
12810,Intercultural Market Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
12811,Intercultural Market Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
12812,Intercultural Market Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
12813,Intercultural Market Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121
12814,Intercultural Market Studies,University of Turku,Europe,Finland,Turku,1,122
12815,Intercultural Market Studies,University of Vaasa,Europe,Finland,Vaasa,1,123
12816,Intercultural Market Studies,University of Victoria,North America,Canada,Victoria,1,124
12817,Intercultural Market Studies,University of Warsaw,Europe,Poland,Warszawa,1,125
12818,Intercultural Market Studies,University of Washington,North America,USA,Seattle,1,126
12819,Intercultural Market Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
12820,Intercultural Market Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128
12821,Intercultural Market Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
12822,Intercultural Market Studies,University of Zurich,Europe,Switzerland,Zurich,1,188
12823,Intercultural Market Studies,Uppsala University,Europe,Sweden,Uppsala,1,189
12824,Intercultural Market Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
12825,Intercultural Market Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132
12826,Intercultural Market Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190
12827,Intercultural Market Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
12828,Intercultural Market Studies,Western University,North America,Canada,London,1,134
12829,Intercultural Market Studies,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191
12830,Intercultural Market Studies,Yonsei University,Asia,South Korea,Seoul,1,135
12831,Intercultural Market Studies,York University,North America,Canada,Toronto,1,136
12832,Islamic Studies,Åbo Akademi University,Europe,Finland,Abo,1,0
12833,Islamic Studies,Al Akhawayn University,Africa,Morocco,Ifrane,1,137
12834,Islamic Studies,Arizona State University,North America,USA,Tempe,1,1
12835,Islamic Studies,Ashoka University,Asia,India,Sonipat,1,138
12836,Islamic Studies,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
12837,Islamic Studies,Barnard College,North America,USA,New York City,1,3
12838,Islamic Studies,Boston College,North America,USA,Chestnut Hill,1,4
12839,Islamic Studies,Boston University,North America,USA,Boston,1,5
12840,Islamic Studies,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
12841,Islamic Studies,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
12842,Islamic Studies,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
12843,Islamic Studies,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
12844,Islamic Studies,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
12845,Islamic Studies,Concordia University,North America,Canada,Montréal,1,11
12846,Islamic Studies,Cornell University,North America,USA,Ithaca,1,12
12847,Islamic Studies,Deakin University,Australia/Oceania,Australia,Melbourne,1,13
12848,Islamic Studies,Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142
12849,Islamic Studies,Ewha Womans University,Asia,South Korea,Seoul,1,15
12850,Islamic Studies,Fudan University,Asia,China (Mainland),Shanghai,1,16
12851,Islamic Studies,Georgian American University,Europe,Georgia,Tbilisi,1,144
12852,Islamic Studies,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
12853,Islamic Studies,Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145
12854,Islamic Studies,Heidelberg University,Europe,Germany,HEIDELBERG,1,19
12855,Islamic Studies,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146
12856,Islamic Studies,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
12857,Islamic Studies,International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148
12858,Islamic Studies,Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150
12859,Islamic Studies,Kangwon National University,Asia,South Korea,Gangwon-do,1,151
12860,Islamic Studies,Karlstad University,Europe,Sweden,Karlstad,1,23
12861,Islamic Studies,Keimyung University,Asia,South Korea,Daegu,1,152
12862,Islamic Studies,KIMEP University,Asia,Kazakhstan,Almaty,2,153
12863,Islamic Studies,KIMEP University,Asia,Kazakhstan,Almaty,2,154
12864,Islamic Studies,Korea University,Asia,South Korea,Soul,1,24
12865,Islamic Studies,Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155
12866,Islamic Studies,Leiden University,Europe,Netherlands,Leiden,1,156
12867,Islamic Studies,Linköping University,Europe,Sweden,Linköping,1,25
12868,Islamic Studies,Linnæus University,Europe,Sweden,Väjxö,1,26
12869,Islamic Studies,Luleå University of Technology,Europe,Sweden,Luleå,1,28
12870,Islamic Studies,Lund University,Europe,Sweden,Lund,2,29
12871,Islamic Studies,Lund University,Europe,Sweden,Lund,2,159
12872,Islamic Studies,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
12873,Islamic Studies,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161
12874,Islamic Studies,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162
12875,Islamic Studies,McGill University,North America,Canada,Montreal,1,31
12876,Islamic Studies,McMaster University,North America,Canada,Hamilton,1,32
12877,Islamic Studies,Mid Sweden University,Europe,Sweden,Sundsvall,1,33
12878,Islamic Studies,Monash University,Australia/Oceania,Australia,Clayton,1,34
12879,Islamic Studies,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
12880,Islamic Studies,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
12881,Islamic Studies,National Chengchi University,Asia,China (Taiwan),Taipei,1,163
12882,Islamic Studies,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
12883,Islamic Studies,National University of Colombia,South America,Colombia,Bogota,1,38
12884,Islamic Studies,National University of Singapore,Asia,Singapore,Singapore,1,39
12885,Islamic Studies,New York University,North America,USA,New York City,1,40
12886,Islamic Studies,North Carolina State University,North America,USA,Raleigh,1,41
12887,Islamic Studies,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
12888,Islamic Studies,Osaka University,Asia,Japan,Suita,1,43
12889,Islamic Studies,Pompeu Fabra University,Europe,Spain,Barcelona,1,165
12890,Islamic Studies,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
12891,Islamic Studies,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
12892,Islamic Studies,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
12893,Islamic Studies,Seoul National University,Asia,South Korea,Seoul,1,47
12894,Islamic Studies,Simon Fraser University,North America,Canada,Burnaby,1,48
12895,Islamic Studies,Singapore Management University,Asia,Singapore,Singapore,1,49
12896,Islamic Studies,Sogang University,Asia,South Korea,Soul,1,167
12897,Islamic Studies,Sorbonne University,Europe,France,Paris,1,50
12898,Islamic Studies,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
12899,Islamic Studies,Stockholm University,Europe,Sweden,Stockholm,1,52
12900,Islamic Studies,Sungkyunkwan University,Asia,South Korea,Soul,2,53
12901,Islamic Studies,Sungkyunkwan University,Asia,South Korea,Soul,2,168
12902,Islamic Studies,Tampere University,Europe,Finland,Tampere,1,54
12903,Islamic Studies,Tsinghua University,Asia,China (Mainland),Beijing,1,56
12904,Islamic Studies,Tunghai University,Asia,China (Taiwan),Taichung City,1,169
12905,Islamic Studies,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
12906,Islamic Studies,Umeå University,Europe,Sweden,Umea,1,58
12907,Islamic Studies,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
12908,Islamic Studies,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
12909,Islamic Studies,Universität Hamburg,Europe,Germany,Hamburg,1,171
12910,Islamic Studies,University College Cork,Europe,Ireland,Cork,1,174
12911,Islamic Studies,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
12912,Islamic Studies,University of Agder,Europe,Norway,Kristiansand,1,63
12913,Islamic Studies,University of Akureyri,Europe,Iceland,Akureyri,1,64
12914,Islamic Studies,University of Amsterdam,Europe,Netherlands,Amsterdam,1,176
12915,Islamic Studies,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
12916,Islamic Studies,University of Belgrade,Europe,Serbia,Beograd,1,177
12917,Islamic Studies,University of Bergen,Europe,Norway,Bergen,2,68
12918,Islamic Studies,University of Bergen,Europe,Norway,Bergen,2,178
12919,Islamic Studies,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
12920,Islamic Studies,University of Bologna,Europe,Italy,Bologna,1,179
12921,Islamic Studies,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
12922,Islamic Studies,University of British Columbia,North America,Canada,Vancouver,1,71
12923,Islamic Studies,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
12924,Islamic Studies,University of Calgary,North America,Canada,Calgary,1,73
12925,Islamic Studies,University of California,North America,USA,Santa Barbara,1,74
12926,Islamic Studies,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
12927,Islamic Studies,University of Chile,South America,Chile,Santiago,1,76
12928,Islamic Studies,University of Colorado Boulder,North America,USA,Boulder,1,77
12929,Islamic Studies,University of Eastern Finland,Europe,Finland,Kuopio,1,78
12930,Islamic Studies,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
12931,Islamic Studies,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
12932,Islamic Studies,University of Geneva,Europe,Switzerland,Geneva,1,81
12933,Islamic Studies,University of Gothenburg,Europe,Sweden,Goeteborg,1,82
12934,Islamic Studies,University of Guelph,North America,Canada,Guelph,1,83
12935,Islamic Studies,University of Helsinki,Europe,Finland,Helsinki,1,84
12936,Islamic Studies,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
12937,Islamic Studies,University of Iceland,Europe,Iceland,Reykjavik,2,86
12938,Islamic Studies,University of Iceland,Europe,Iceland,Reykjavik,2,180
12939,Islamic Studies,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88
12940,Islamic Studies,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
12941,Islamic Studies,University of Lapland,Europe,Finland,Rovaniemi,1,90
12942,Islamic Studies,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
12943,Islamic Studies,University of Leuven,Europe,Belgium,Leuven,1,182
12944,Islamic Studies,University of Liverpool,Europe,United Kingdom,Liverpool,1,92
12945,Islamic Studies,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
12946,Islamic Studies,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
12947,Islamic Studies,University of Milan,Europe,Italy,Milano,1,95
12948,Islamic Studies,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
12949,Islamic Studies,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
12950,Islamic Studies,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
12951,Islamic Studies,University of Oslo,Europe,Norway,Oslo,3,99
12952,Islamic Studies,University of Oslo,Europe,Norway,Oslo,3,100
12953,Islamic Studies,University of Oslo,Europe,Norway,Oslo,3,184
12954,Islamic Studies,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
12955,Islamic Studies,University of Oulu,Europe,Finland,Oulu,1,102
12956,Islamic Studies,University of Pisa,Europe,Italy,Pisa,1,185
12957,Islamic Studies,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
12958,Islamic Studies,University of São Paulo,South America,Brazil,Butantã,1,104
12959,Islamic Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
12960,Islamic Studies,University of South Florida,North America,USA,Tampa,1,106
12961,Islamic Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
12962,Islamic Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
12963,Islamic Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329
12964,Islamic Studies,University of Stavanger,Europe,Norway,Stavanger,1,110
12965,Islamic Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111
12966,Islamic Studies,University of Tartu,Europe,Estonia,Tartu,1,187
12967,Islamic Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
12968,Islamic Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
12969,Islamic Studies,University of Texas at Austin,North America,USA,Austin,1,114
12970,Islamic Studies,University of the Andes,South America,Colombia,Bogotá,1,115
12971,Islamic Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
12972,Islamic Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
12973,Islamic Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
12974,Islamic Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
12975,Islamic Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
12976,Islamic Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121
12977,Islamic Studies,University of Turku,Europe,Finland,Turku,1,122
12978,Islamic Studies,University of Vaasa,Europe,Finland,Vaasa,1,123
12979,Islamic Studies,University of Victoria,North America,Canada,Victoria,1,124
12980,Islamic Studies,University of Warsaw,Europe,Poland,Warszawa,1,125
12981,Islamic Studies,University of Washington,North America,USA,Seattle,1,126
12982,Islamic Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
12983,Islamic Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128
12984,Islamic Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
12985,Islamic Studies,University of Zurich,Europe,Switzerland,Zurich,1,188
12986,Islamic Studies,Uppsala University,Europe,Sweden,Uppsala,1,189
12987,Islamic Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
12988,Islamic Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132
12989,Islamic Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190
12990,Islamic Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
12991,Islamic Studies,Western University,North America,Canada,London,1,134
12992,Islamic Studies,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191
12993,Islamic Studies,Yonsei University,Asia,South Korea,Seoul,1,135
12994,Islamic Studies,York University,North America,Canada,Toronto,1,136
12995,IT and Cognition,Åbo Akademi University,Europe,Finland,Abo,1,0
12996,IT and Cognition,Al Akhawayn University,Africa,Morocco,Ifrane,1,137
12997,IT and Cognition,Arizona State University,North America,USA,Tempe,1,1
12998,IT and Cognition,Ashoka University,Asia,India,Sonipat,1,138
12999,IT and Cognition,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
13000,IT and Cognition,Barnard College,North America,USA,New York City,1,3
13001,IT and Cognition,Boston College,North America,USA,Chestnut Hill,1,4
13002,IT and Cognition,Boston University,North America,USA,Boston,1,5
13003,IT and Cognition,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
